query_doi,query_abstract,ground_truth_dois,metadata
10.3390/JMSE9121463,"Citation Mamoutos, I.G. Potiris, E. Tragou, E. Zervakis, V. Petalas, S. A High-Resolution Numerical Model of the North Aegean Sea Aimed at Climatological Studies.","[""10.1038/S41597-019-0236-X"", ""10.3390/IJERPH17249378"", ""10.3390/RS13112104"", ""10.3390/RS14133165"", ""10.5194/BG-19-4479-2022"", ""10.1038/S41598-020-64785-9"", ""10.1111/GCB.16167"", ""10.5194/BG-2021-285"", ""10.5194/ESSD-13-5663-2021"", ""10.1088/1748-9326/AD02AE"", ""10.5194/OS-19-629-2023""]","{""source_datapaper"": ""10.1038/S41597-019-0236-X"", ""char_length"": 162, ""original_abstract_found"": true}"
10.1111/GCB.16167,"Climate change has become the greatest threat to the world's ecosystems. Locating and managing areas that contribute to the survival of key species under climate change is critical for the persistence of ecosystems in the future. Here, we identify 'Climate Priority' sites as coral reefs exposed to relatively low levels of climate stress that will be more likely to persist in the future. We present the first analysis of uncertainty in climate change scenarios and models, along with multiple objectives, in a marine spatial planning exercise and offer a comprehensive approach to incorporating uncertainty and trade-offs in any ecosystem. We first described each site using environmental characteristics that are associated with a higher chance of persistence (larval connectivity, hurricane influence, and acute and chronic temperature conditions in the past and the future). Future temperature increases were assessed using downscaled data under four different climate scenarios (SSP1 2.6, SSP2 4.5, SSP3 7.0 and SSP5 8.5) and 57 model runs. We then prioritized sites for intervention (conservation, improved management or restoration) using robust decision-making approaches that select sites that will have a benign climate under most climate scenarios and models.The modelling work is novel because it solves two important issues. (1) It considers trade-offs between multiple planning objectives explicitly through Pareto analyses and (2) It makes use of all the uncertainty around future climate change. Priority intervention sites identified by the model were verified and refined through local stakeholder engagement including assessments of local threats, ecological conditions and government priorities. The workflow is presented for the Insular Caribbean and Florida, and at the national level for Cuba, Jamaica, Dominican Republic and Haiti.Our approach allows managers to consider uncertainty and multiple objectives for climate-smart spatial management in coral reefs or any ecosystem across the globe.K E Y W O R D SCaribbean, climate change, coral reefs, robustness, spatial planning, spatial prioritization 4055 CHOLLETT ET aL.","[""10.1038/S41597-019-0236-X"", ""10.3390/IJERPH17249378"", ""10.3390/RS13112104"", ""10.3390/RS14133165"", ""10.5194/BG-19-4479-2022"", ""10.1038/S41598-020-64785-9"", ""10.3390/JMSE9121463"", ""10.5194/BG-2021-285"", ""10.5194/ESSD-13-5663-2021"", ""10.1088/1748-9326/AD02AE"", ""10.5194/OS-19-629-2023""]","{""source_datapaper"": ""10.1038/S41597-019-0236-X"", ""char_length"": 2147, ""original_abstract_found"": true}"
10.5194/BG-2021-285,"Coastal hypoxia is a major environmental problem of increasing severity. A global 40-year observational gridded 5 climate data record and 21 st century forecasts from the Community Earth System Model under RCP 8.5 forcing are analyzed for long-term linear trends with a focus on warming-related pressures on coastal oxygen conditions. The forecasted median trends along the global coast are 0.32 o C, -1.6 mmol m -3 , and -1.2 mmol m -3 per decade for sea-surface temperature (SST), surface oxygen capacity, and vertical-minimum oxygen concentration, respectively. These trends point to more rapid deterioration in coastal conditions than experienced over the last four decades the forecasted median coastal trends for SST 10 and oxygen capacity are 48% and 18% faster than the corresponding observed rates. Median rates for the coast and documented hypoxic areas are higher than in the global ocean. Warming and oxygen declines tend to be fastest at high latitudes, one region where new hypoxic areas may emerge as oxygen conditions deteriorate. Over 19% of the coast has extremely rapid forecasted change upwards of 0.60 o C per decade warming and -3.0 mmol m -3 per decade oxygen change. There is considerable pressure on current hypoxic areas since future oxygen declines of any magnitude will make hypoxia more severe. The coastal forecasts 15 can inform coastal environmental management strategies to protect future water quality and ecosystem services. Guldberg et al., 2018). Dead zones in the coastal oceans have spread exponentially since the 1960s and have serious consequences for ecosystem functioning (Diaz and Rosenberg, 2008). To date, over 500 hypoxic areas in estuaries, coastal 20 seas, and on continental shelves have been documented globally (Breitburg et al., 2018). Furthermore, the severity of hypoxia has increased in many areas . Oxygen concentrations have been decreasing an order of magnitude faster than surface-layer concentrations in the open ocean . Worsening coastal oxygen conditions are attributable to the dual human pressures of nutrient overloading fueling eutrophication and anthropogenic climate change (e.g. Rabalais and Turner, 2001Paerl, 2006Diaz and Rosenberg, 2011). Coastal oxygen conditions are influenced by many aspects of 25 climate controls including warming waters, altered storm patterns, changing precipitation and river flow, sea-level rise, ocean acidification, and shifting ocean circulation (Altieri and Gedan, 2015). This paper focuses on warming-related pressures on coastal hypoxia. Oxygen capacity (oxygen saturation concentration) decreases with increased water temperatures (Weiss, 1970Garcia and Gordon, 1992), which can exacerbate hypoxia. Furthermore, metabolic rates and related oxygen demands rise with temperature (Brown et al., 2004). Warming also can intensify and extend the duration of summertime thermal 30 stratification that inhibits ventilation of near-bottom hypoxic waters (Cloern, 2001).Earth system models provide fore","[""10.1038/S41597-019-0236-X"", ""10.3390/IJERPH17249378"", ""10.3390/RS13112104"", ""10.3390/RS14133165"", ""10.5194/BG-19-4479-2022"", ""10.1038/S41598-020-64785-9"", ""10.3390/JMSE9121463"", ""10.1111/GCB.16167"", ""10.5194/ESSD-13-5663-2021"", ""10.1088/1748-9326/AD02AE"", ""10.5194/OS-19-629-2023""]","{""source_datapaper"": ""10.1038/S41597-019-0236-X"", ""char_length"": 3000, ""original_abstract_found"": true}"
10.5194/ESSD-13-5663-2021,"BRAN2020 (2020 version of the Bluelink ReANalysis) is an ocean reanalysis that combines observations with an eddy-resolving, near-global ocean general circulation model to produce a four-dimensional estimate of the ocean state. The data assimilation system employed is ensemble optimal interpolation, implemented with a new multiscale approach that constrains the broad-scale ocean properties and the mesoscale circulation in two steps. There is a separation in the scales that are corrected in the two steps the high-resolution step corrects the mesoscale dynamics in the same way as previous versions of BRAN, while the extra coarse step is effective at correcting biases that develop at large scales. The reanalysis currently spans January 1993 to December 2019 and assimilates observations of in situ temperature and salinity, as well as of satellite sea-level anomaly and sea surface temperature. BRAN2020 is planned to be updated to within months of real time after this initial release, until an updated version of BRAN is available. Reanalysed fields from BRAN2020 generally show much closer agreement to observations than all previous versions with misfits between reanalysed and observed fields reduced by over 30 % for some variables, for subsurface temperature and salinity in particular. The BRAN2020 dataset is comprised of daily averaged fields of temperature, salinity, velocity, mixed-layer depth and sea level. Reanalysed fields realistically represent all of the major current systems within 75 S and 75 N, excluding processes relating to sea ice but including boundary currents, equatorial circulation, Southern Ocean variability and mesoscale eddies. BRAN2020 is publicly available at et al., 2021b)and is intended for use by the research community.","[""10.1038/S41597-019-0236-X"", ""10.3390/IJERPH17249378"", ""10.3390/RS13112104"", ""10.3390/RS14133165"", ""10.5194/BG-19-4479-2022"", ""10.1038/S41598-020-64785-9"", ""10.3390/JMSE9121463"", ""10.1111/GCB.16167"", ""10.5194/BG-2021-285"", ""10.1088/1748-9326/AD02AE"", ""10.5194/OS-19-629-2023""]","{""source_datapaper"": ""10.1038/S41597-019-0236-X"", ""char_length"": 1770, ""original_abstract_found"": true}"
10.1088/1748-9326/AD02AE,"Since May 2022, the Mediterranean Sea has been experiencing an exceptionally long marine heatwave event.Warm anomalies, mainly occurring in the Western basin, have persisted until boreal spring 2023, making this event the longest Mediterranean marine heat wave of the last four decades.In this work, the 2022/2023 anomaly is characterized, using in-situ and satellite measurements, together with state of the art reanalysis products.The role of atmospheric forcing is also investigated the onset and growth of sea surface temperature anomalies is found to be related to the prevalence of anticyclonic conditions in the atmosphere, which have also caused severe droughts in the Mediterranean region over the same period.Analysis of in-situ observations from the Lampedusa station and of ocean reanalyzes reveals that wind-driven vertical mixing led to the penetration of the warm anomalies below the sea surface, where they have persisted for several months, particularly in the central part of the basin.The evolution of the 2022/23 event is compared with the severe 2003 event, to put recent conditions in the context of climate change.","[""10.1038/S41597-019-0236-X"", ""10.3390/IJERPH17249378"", ""10.3390/RS13112104"", ""10.3390/RS14133165"", ""10.5194/BG-19-4479-2022"", ""10.1038/S41598-020-64785-9"", ""10.3390/JMSE9121463"", ""10.1111/GCB.16167"", ""10.5194/BG-2021-285"", ""10.5194/ESSD-13-5663-2021"", ""10.5194/OS-19-629-2023""]","{""source_datapaper"": ""10.1038/S41597-019-0236-X"", ""char_length"": 1137, ""original_abstract_found"": true}"
10.5194/OS-19-629-2023,"Summer 2022 was a memorable and record-breakingevent, ranking as the second hottest summer in France since 1900, with a seasonal surface air temperature average of 22.7C.In particular, France experienced multiple record-breaking heatwaves during the meteorological summer.As the main heat reservoir of the Earth system, the oceans are at the forefront of events of this magnitude which enhance oceanic disturbances such as marine heatwaves.In this study, we investigate the sea surface temperature (SST, hereafter) of French maritime basins using remotely-sensed measurements to track the response of surface waters to the atmospheric heatwaves and determine the intensity of such feedback.Beyond the direct relationship between SSTs and surface air temperatures, we explore the leading atmospheric parameters affecting the upper-layer ocean heat budget.Despite some gaps in data availability, the measured SSTs during the meteorological summer of 2022 was record-breaking, the mean SST was between 1.3 C and 2.6 C above the long-term average and the studied areas experienced between 4 and 22 days with average SSTs beyond the climatological maximum .","[""10.1038/S41597-019-0236-X"", ""10.3390/IJERPH17249378"", ""10.3390/RS13112104"", ""10.3390/RS14133165"", ""10.5194/BG-19-4479-2022"", ""10.1038/S41598-020-64785-9"", ""10.3390/JMSE9121463"", ""10.1111/GCB.16167"", ""10.5194/BG-2021-285"", ""10.5194/ESSD-13-5663-2021"", ""10.1088/1748-9326/AD02AE""]","{""source_datapaper"": ""10.1038/S41597-019-0236-X"", ""char_length"": 1152, ""original_abstract_found"": true}"
10.1007/S44273-023-00012-X,"Using updated emission inventories can enhance the accuracy of air quality forecast models.Given China's rapid economic growth and Korea's geographical and meteorological position on the windward side of China, updating China's emission inventory has become particularly crucial for Korea's air quality modeling.This study aimed to develop an updated version of China's Emission Inventory in Comprehensive Regional Emissions for Atmospheric Transport Experiments version 3 for the base year of 2019 (CREATEv3 (YR 2019)).To achieve this goal, we utilized the Chinese emission inventory of CREATEv3 for the base year of 2015 (CREATEv3 (YR 2015)) as a framework to incorporate the latest Chinese emission data from the Multi-resolution Emission Inventory Model for Climate and Air Pollution Research for the base year of 2019 (MEIC COVID-19 (YR 2019)) and update the inventory.The updated China's annual emissions are now reflected in CREATEv3 (YR 2019), and the amounts are as follows 132 Tg for CO, 21 Tg for NO x , 8 Tg for SO 2 , 7 Tg for PM 2.5 , 9 Tg for NH 3 , and 28 Tg for volatile organic compound (VOC).By comparing previous Chinese emission inventories with the updated inventory developed in this study, it was found that SO 2 , NO x , VOC, and NH 3 emissions were decreased.Therefore, using the updated inventory seemingly reduces the impact of China's fine dust on Korea.By comparing emissions by pollutant and region in China using CREATEv3 (YR 2019), it was found that regions with high emissions of targeted pollutants strongly correlated with major industries operating in those areas.This study is expected to provide insights into China's emission changes in 2019 and support air quality forecasting.","[""10.3390/ATMOS14040630"", ""10.21203/RS.3.RS-1278038/V1"", ""10.1016/J.ATMOSENV.2021.118750""]","{""source_datapaper"": ""10.5194/ESSD-13-2895-2021"", ""char_length"": 1718, ""original_abstract_found"": true}"
10.3390/ATMOS14040630,"To avoid the spread of COVID-19, China has implemented strict lockdown policies and control measures, resulting in a dramatic decrease in air pollution and improved air quality.In this study, the air quality model WRF-Chem and the latest MEIC2019 and MEIC2020 anthropogenic emission inventories were used to simulate the air quality during the COVID-19 lockdown in 2020 and the same period in 2019.By designing different emission scenarios, this study explored the impact of the COVID-19 lockdown on the concentration of air pollutants emitted by different sectors (industrial sector and transportation sector) in Nanjing for the first time.The results indicate that influenced by the COVID-19 lockdown policies, compared with the same period in 2019, the concentrations of PM 2.5 , PM 10 , and NO 2 in Nanjing decreased by 15%, 17.1%, and 20.3%, respectively, while the concentration of O 3 increased by 45.1% in comparison the concentrations of PM 2.5 , PM 10 and NO 2 emitted by industrial sector decreased by 30.7%, 30.8% and 14.0% respectively the concentrations of PM 2.5 , PM 10 and NO 2 emitted by transportation sector decreased by 15.6%, 15.7% and 26.2% respectively.The COVID-19 lockdown has a greater impact on the concentrations of PM 2.5 and PM 10 emitted by the industrial sector, while the impact on air pollutants emitted by the transportation sector is more reflected in the concentration of NO 2 .This study provides some theoretical basis for the treatment of air pollutants in different departments in Nanjing.","[""10.1007/S44273-023-00012-X"", ""10.21203/RS.3.RS-1278038/V1"", ""10.1016/J.ATMOSENV.2021.118750""]","{""source_datapaper"": ""10.5194/ESSD-13-2895-2021"", ""char_length"": 1531, ""original_abstract_found"": true}"
10.21203/RS.3.RS-1278038/V1,"Changes in the aerosol composition of sulfate (SO 4 2 ) and nitrate (NO 3 ) from 2012 to 2019 have been captured as a paradigm shift in the region downwind of China. Speci cally, SO 4 2 dramatically decreased and NO 3 dramatically increased over downwind locations such as western Japan due to the faster reduction of SO 2 emissions than NO x emissions and the almost constant trend of NH 3 emissions from China. Emissions from China sharply decreased during COVID-19 lockdowns in February-March 2020, after which China's economic situation seemed to recover going into 2021. Given this substantial change in Chinese emissions, it is necessary to clarify the impact of long-range PM 2.5 transport over East Asia. In this study, ground-based aerosol compositions observed at three sites in western Japan were analysed.","[""10.1007/S44273-023-00012-X"", ""10.3390/ATMOS14040630"", ""10.1016/J.ATMOSENV.2021.118750""]","{""source_datapaper"": ""10.5194/ESSD-13-2895-2021"", ""char_length"": 817, ""original_abstract_found"": true}"
10.1016/J.ATMOSENV.2021.118750,"2 other cities (38.7%-49.6% for industry and 26.0%-36.2% for residential). Therefore, enhancing regional cooperation and implementing a united air pollution control are effective emission mitigation measures for future air quality improvement, especially the development of new technologies for industrial and cooking fumes.","[""10.1007/S44273-023-00012-X"", ""10.3390/ATMOS14040630"", ""10.21203/RS.3.RS-1278038/V1""]","{""source_datapaper"": ""10.5194/ESSD-13-2895-2021"", ""char_length"": 324, ""original_abstract_found"": true}"
10.3390/RS13020244,"Publisher's Note MDPI stays neutral with regard to jurisdictional claims in published maps and institutional affiliations.Abstract Land cover products are an indispensable data source in land surface process research, and their accuracy directly affects the reliability of related research. Due to the differences in factors such as satellite sensors, the temporal-spatial resolution of remote sensing images, and landcover interpretation technologies, various recently released land cover products are inconsistent, and their accuracy is usually insufficient to meet application requirements. This study, therefore, established a fusion and correction method for multi-source landcover products by combining them with landcover statistics from the Food and Agriculture Organization of the United Nations (FAO), introducing a spatial consistency discrimination technique, and applying an improved Dempster-Shafer evidence fusion method. The five countries in Central Asia were used for a method application and verification assessment. The nine products selected (CCI-LC, CGLS, FROM-GLC, GLCNMO, MCD12Q, GFSAD30, PALSAR, GSWD, and GHS-BUILT) were consistent in time and covered the study area. Based on the interpretation of 1437 high-definition image verification areas, the overall accuracy of the fusion landcover result was 85.32%, and the kappa coefficient was 0.80, which was better than that of the existing comprehensive products. The spatial consistency fusion method had the advantage of an improved statistical fitting, with an overall similarity statistic of 0.999. The improved Dempster-Shafer evidence theory fusion method had an accuracy that was 4.86% higher than the spatial consistency method, and the kappa coefficient increased by 0.07. Combining these two methods improved the consistency of the multi-source data fusion and correction method established in this paper and will also provide more reliable basic data for future research in Central Asia. Remote Sens. 2021, 13, 244. Remote Sens. 2021, 13, 244 2 of 23 (USGS), Global Land Cover 2000 (GLC2000) developed by the European Commission Joint (ECJRC), Global Land Cover Map (GlobCover) and Climate Change Initiative Land Cover (CCI-LC) developed by the European Space Agency (ESA), Finer Resolution Observation and Monitoring-Global Land Cover (FROM-GLC) developed by Tsinghua University in China, and GlobeLand30 developed by the National Basic Geographic Information Center of China [8]. In addition to the comprehensive landcover products, research institutions have also produced single-type landcover products, such as the cropland product Global Food Security-support analysis data 30 m (GFSAD30) developed by USGS [9] and the forest landcover product Advanced Land Observing Satellite Phased Array L-band SAR (PALSAR) developed by the Japan Aerospace Exploration Agency (JAXA)[10]. However, the differences among satellite operation, sensor types, classification methods, and verification methods have resulted in a","[""10.1109/JSTARS.2022.3201380"", ""10.3390/RS12193172"", ""10.20944/PREPRINTS202107.0199.V1"", ""10.1088/2515-7620/ACA9AA"", ""10.1007/S00521-020-05449-7"", ""10.1007/S10708-022-10756-8""]","{""source_datapaper"": ""10.1080/20964471.2019.1625528"", ""char_length"": 3000, ""original_abstract_found"": true}"
10.1109/JSTARS.2022.3201380,"Impervious surface area (ISA) mapping at the global scale has entered a new era. Currently, the number of highresolution global ISA products is gradually increasing however, a literature review that systematically investigates these ISA products is still lacking, which limits the application of these products. Thus, we provide a comprehensive analysis of the existing highresolution global ISA products, concentrating on the aspects of the data sources, training samples, features, and methods. Moreover, we evaluate these products at multitemporal and multispatial scales, using a series of independent test samples. The results demonstrate that the multitemporal accuracy of the ISA products presents an increasing trend, due to the increase of the available sensors. Among the continuous time-series products [e.g., the updated new global impervious surface area (GISA 2.0), the global impervious surface area (GISA), global annual urban dynamics, global human settlement layer, and global artificial impervious areas], the accuracy of the GISA 2.0 outperforms the others at global, continental, and regional scales. However, the mapping performance of these products in small towns and arid and rural regions needs to be enhanced. In particular, we focus on the spatiotemporal disagreement of the ISA products. We show that the high disagreement regions are predominantly concentrated in eastern Asia, western Europe, and eastern North America. In addition, the high disagreement regions are characterized by low ISA density, high vegetation coverage, and high albedo bare ground coverage. Additionally, this article concludes with some remarks about the future directions of global ISA mapping.","[""10.3390/RS13020244"", ""10.3390/RS12193172"", ""10.20944/PREPRINTS202107.0199.V1"", ""10.1088/2515-7620/ACA9AA"", ""10.1007/S00521-020-05449-7"", ""10.1007/S10708-022-10756-8""]","{""source_datapaper"": ""10.1080/20964471.2019.1625528"", ""char_length"": 1701, ""original_abstract_found"": true}"
10.3390/RS12193172,"Built-up land in floodplains (BLF) is a driver and a disaster-bearing body of flood risk from a socio-hydrological perspective. The relationship between BLF growth and flood vulnerability is the key to understanding and managing flood risk. However, previous studies have focused more on the relationship between BLF growth and flood exposure, ignoring flood vulnerability. We examined the BLF expansion pattern (patch size and expansion type) in the North China Plain Area from 1975 to 2014 (1975-1990-2000-2014) using GIS (geographic information system)-based landscape analysis and revealed its relationship with flood vulnerability. The results show that the BLF area experienced rapid growth (288.26%) from dispersion to coalescence. Small patches dominated the number and area of BLF growth, and edge-expansion patches were the expansion type with the most area growth. We discovered that flood vulnerability was significantly correlated with the growth in small (R = 0.36, p < 0.01), edge-expansion (R = 0.53, p < 0.01), and outlying patches (R = 0.51, p < 0.01). Large patches were not significantly correlated with flood vulnerability (R = 0.18, p > 0.1), but there was a negative trend. Infilling patch growth was significantly associated with flood vulnerability over a long period (R = 0.27, p < 0.05). In addition, we suggest nature-based soft adaptations or village merging for small patches and outlying patches. Our findings have important scientific significance for adequately understanding the interplay between BLF growth and flood risk. It has practical implications for the formulation of integrated flood risk management strategy and the sustainable development of floodplains.","[""10.3390/RS13020244"", ""10.1109/JSTARS.2022.3201380"", ""10.20944/PREPRINTS202107.0199.V1"", ""10.1088/2515-7620/ACA9AA"", ""10.1007/S00521-020-05449-7"", ""10.1007/S10708-022-10756-8""]","{""source_datapaper"": ""10.1080/20964471.2019.1625528"", ""char_length"": 1700, ""original_abstract_found"": true}"
10.20944/PREPRINTS202107.0199.V1,"Satellite-based broad-scale (i.e., global and continental) human settlement data offer foundational information for diverse applications spanning climate hazard mitigation, sustainable development monitoring, spatial epidemiology, and demographic modeling. While many human settlement products report exceptional detection accuracies above 85%, there is a substantial blind spot in that product validation is typically centered on large urban areas rather than rural, small-scale settlements that are home to 3.4 billion people. In this study, we make use of a data-rich collection of 30 refugee settlements in Uganda to produce a targeted assessment of small-scale settlement detection by four broad-scale human settlement products Global Human Settlements Built-Up Sentinel-2 (GHS-BUILT-S2), World Settlement Footprint (WSF), High Resolution Settlement Layer (HRSL), and Geo-Referenced Infrastructure and Demographic Data for Development (GRID3). We measured each product's areal coverage within refugee settlements, assessed product detection accuracies in comparison to an independent dataset of 317,416 refugee settlement building footprints, and examined agreement between products. For refugee settlements established before 2016, the human settlement products had a low median F1-Score (F1) of 0.24, a high median false alarm rate of 0.59, and tended to only agree at locations of highest building density. Individually, WSF entirely overlooked 8 of the 30 study refugee settlements (median F1=0.17) GHS-BUILT-S2 underestimated the building footprint area by a median 50% (F1=0.15) GRID3 overestimated the building footprint area by a median 280% (F1=0.38) and HRSL underestimated the median area by 7% (F1=0.34). All products suffer from low detection accuracy and high false alarm rates, but GRID3 and HRSL, based on 0.5 meter resolution imagery, offer better detection accuracy than GHS-BUILT S2 and WSF, which are based on 10-30 meter resolution imagery. These results show that human settlement products have far to go in providing an accurate depiction of small-scale refugee settlements and would benefit from incorporating refugee settlements in training and validation of broad-scale human settlement detection.[10-14], development monitoring[8,[15][16][17], and climate hazard mitigation[18][19][20][21]. Much human settlement mapping research to date has focused on improving measures of urbanization[7,8,22,23]but there has been very little formal examination of the inclusion of small-scale settlements in broad-scale human settlement products (with exceptions[24,25]), despite approximately 3.4 billion people living in rural, small-scale settlements, including over half of Africa's population[26].Refugee settlements managed by the United Nations High Commissioner for Refugees (UNHCR) offer an ideal test case for gauging small-scale settlement detection by satellite-based human settlement datasets. Refugee settlements are located in 132 countries and home to approximately","[""10.3390/RS13020244"", ""10.1109/JSTARS.2022.3201380"", ""10.3390/RS12193172"", ""10.1088/2515-7620/ACA9AA"", ""10.1007/S00521-020-05449-7"", ""10.1007/S10708-022-10756-8""]","{""source_datapaper"": ""10.1080/20964471.2019.1625528"", ""char_length"": 3000, ""original_abstract_found"": true}"
10.1088/2515-7620/ACA9AA,"India is one of the world's most flood-prone countries, with present-day risks likely to be exacerbated by climate change in the coming decades. The type of risk varies by location, with the lives, homes, and livelihoods of residents of India's coastal megacities threatened by coastal floods and storm surges while village-dwellers residing in rural flood plains may additionally lose both crops and livestock. Schools and health facilities throughout the country are also at risk. This multi-scale study employs several datasets, from multiple domains, to generate high-resolution estimates of potential exposure to fluvial and coastal floods for (1) urban and rural populations, (2) health facilities, and (3) educational facilities. Our results, presented at the state level, suggest high exposure to fluvial flooding with about 184 million or more than 17 of India's population at risk. This proportion is somewhat higher for rural dwellers (15.8%) compared with urban residents (14.2%). Urban residents, however, are much more likely to be affected by coastal floods, likely due to the high population densities of India's coastal megacities. In total, around 19,218 (15%) of health and 34,519 (18%) of educational facilities are exposed to either coastal or fluvial flood risks. A spatially detailed, locally refined, comprehensive flood risk assessment such as this is critical to inform and target public policy and guide disaster risk reduction plans. By improving infrastructure, increasing awareness, and developing proactive, targeted, and inclusive flood plans, communities can build resilience.OPEN ACCESS RECEIVED","[""10.3390/RS13020244"", ""10.1109/JSTARS.2022.3201380"", ""10.3390/RS12193172"", ""10.20944/PREPRINTS202107.0199.V1"", ""10.1007/S00521-020-05449-7"", ""10.1007/S10708-022-10756-8""]","{""source_datapaper"": ""10.1080/20964471.2019.1625528"", ""char_length"": 1629, ""original_abstract_found"": true}"
10.1007/S00521-020-05449-7,"Spatially consistent and up-to-date maps of human settlements are crucial for addressing policies related to urbanization and sustainability especially in the era of an increasingly urbanized world. The availability of open and free Sentinel-2 data of the Copernicus Earth Observation programme offers a new opportunity for wall-to-wall mapping of human settlements at a global scale. This paper presents a deep-learning-based framework for a fully automated extraction of built-up areas at a spatial resolution of 10 meters from a global composite of Sentinel-2 imagery. A multi-neuro modelling methodology, building on a simple Convolution Neural Networks architecture for pixel-wise image classification of built-up areas is developed. The deployment of the model on the global Sentinel-2 image composite provides the most detailed and complete map reporting about built-up areas for reference year 2018. The validation of the results with an independent reference dataset of building footprints covering 277 sites across the world, establishes the reliability of the built-up layer produced by the proposed framework and the model robustness. The results of this study contribute to cutting-edge research in the field of automated built-up areas mapping from remote sensing data and establish a new reference layer for the analysis of the spatial distribution of human settlements across the rural-urban continuum.","[""10.3390/RS13020244"", ""10.1109/JSTARS.2022.3201380"", ""10.3390/RS12193172"", ""10.20944/PREPRINTS202107.0199.V1"", ""10.1088/2515-7620/ACA9AA"", ""10.1007/S10708-022-10756-8""]","{""source_datapaper"": ""10.1080/20964471.2019.1625528"", ""char_length"": 1418, ""original_abstract_found"": true}"
10.1007/S10708-022-10756-8,typologies and urban sprawl patterns and provides input for more informed and place-based policy decisions on sustainable coastal land management. The proposed approach is easily replicable to other coastal regions as well for capturing/quantifying aspects of urban sprawl and coastalization dynamics and supporting relevant evidence-based decision-making.,"[""10.3390/RS13020244"", ""10.1109/JSTARS.2022.3201380"", ""10.3390/RS12193172"", ""10.20944/PREPRINTS202107.0199.V1"", ""10.1088/2515-7620/ACA9AA"", ""10.1007/S00521-020-05449-7""]","{""source_datapaper"": ""10.1080/20964471.2019.1625528"", ""char_length"": 356, ""original_abstract_found"": true}"
10.3389/FCVM.2021.654515,"Background Acute myocardial infarction (AMI) is associated with a poor prognosis. Therefore, accurate diagnosis and early intervention of the culprit lesion are of extreme importance. Therefore, we developed a neural network algorithm in this study to automatically diagnose AMI from 12-lead electrocardiograms (ECGs).MethodsWe used the open-source PTB-XL database as the training and validation sets, with a 73 sample size ratio. Twenty-One thousand, eight hundred thirty-seven clinical 12-lead ECGs from the PTB-XL dataset were available for training and validation (15,285 were used in the training set and 6,552 in the validation set). Additionally, we randomly selected 205 ECGs from a dataset built by Chapman University, CA, USA and Shaoxing People's Hospital, China, as the testing set. We used a residual network for training and validation. The model performance was experimentally verified in terms of area under the curve (AUC), precision, sensitivity, specificity, and F1 score.Results The AUC of the training, validation, and testing sets were 0.964 [95% confidence interval (CI) 0.961-0.966], 0.944 (95% CI 0.939-0.949), and 0.977 (95% CI 0.961-0.991), respectively. The precision, sensitivity, specificity, and F1 score of the deep learning model for AMI diagnosis from ECGs were 0.827, 0.824, 0.950, and 0.825, respectively, in the training set, 0.789, 0.818, 0.913, and 0.803, respectively, in the validation set, and 0.830, 0.951, 0.951, and 0.886, respectively, in the testing set. The AUC for automatic AMI location diagnosis of LMI, IMI, ASMI, AMI, ALMI were 0.969 (95% CI 0.959-0.979), 0.973 (95% CI 0.962-0.978), 0.987 (95% CI 0.963-0.989), 0.961 (95% CI 0.956-0.989), and 0.996 (95% CI 0.957-0.997), respectively.Conclusions The residual network-based algorithm can effectively automatically diagnose AMI and MI location from 12-lead ECGs.","[""10.1186/S12911-024-02464-9"", ""10.48550/ARXIV.2211.07579"", ""10.3390/LIFE12060842"", ""10.1109/OJIM.2023.3332344"", ""10.3390/APP11209460"", ""10.3390/IJERPH191710707"", ""10.1101/2022.02.01.478609"", ""10.3390/DIAGNOSTICS11081446"", ""10.3390/BIOS11110453"", ""10.3390/DIAGNOSTICS13061099""]","{""source_datapaper"": ""10.1038/S41597-020-0386-X"", ""char_length"": 1864, ""original_abstract_found"": true}"
10.1186/S12911-024-02464-9,"Deep learning has been increasingly utilized in the medical field and achieved many goals.Since the size of data dominates the performance of deep learning, several medical institutions are conducting joint research to obtain as much data as possible.However, sharing data is usually prohibited owing to the risk of privacy invasion.Federated learning is a reasonable idea to train distributed multicenter data without direct access however, a central server to merge and distribute models is needed, which is expensive and hardly approved due to various legal regulations.This paper proposes a continual learning framework for a multicenter study, which does not require a central server and can prevent catastrophic forgetting of previously trained knowledge.The proposed framework contains the continual learning method selection process, assuming that a single method is not omnipotent for all involved datasets in a real-world setting and that there could be a proper method to be selected for specific data.We utilized the fake data based on a generative adversarial network to evaluate methods prospectively, not ex post facto.We used four independent electrocardiogram datasets for a multicenter study and trained the arrhythmia detection model.Our proposed framework was evaluated against supervised and federated learning methods, as well as finetuning approaches that do not include any regulation to preserve previous knowledge.Even without a central server and access to the past data, our framework achieved stable performance (AUROC 0.897) across all involved datasets, achieving comparable performance to federated learning (AUROC 0.901).","[""10.3389/FCVM.2021.654515"", ""10.48550/ARXIV.2211.07579"", ""10.3390/LIFE12060842"", ""10.1109/OJIM.2023.3332344"", ""10.3390/APP11209460"", ""10.3390/IJERPH191710707"", ""10.1101/2022.02.01.478609"", ""10.3390/DIAGNOSTICS11081446"", ""10.3390/BIOS11110453"", ""10.3390/DIAGNOSTICS13061099""]","{""source_datapaper"": ""10.1038/S41597-020-0386-X"", ""char_length"": 1654, ""original_abstract_found"": true}"
